tweet_id,created_at,username,name,verified,text,categoria,termos_match,sentimento,likes,retweets
2078709874817659364,2026-07-19T05:13:49.000Z,Eaifeliphe,Felipe 😶‍🌫️,False,"@FlavioBolsonaro @tininhasouzarj Eu quero te ver comendo merda com milho nela na cadeia, seu bosta, vocês são tudo igual, vocês tem que ir pra guilhotina fdps",NEUTRO,,0,2,0
2078708461798388156,2026-07-19T05:08:12.000Z,marcelinAncap,Marcelinho o Libertário 🐍,False,"@FlavioBolsonaro @tininhasouzarj E pensar que eu cogitei votar em você em um possível segundo turno, vai se foder Flávio Bolsonaro",NEUTRO,,0,3,0
2078708419645915343,2026-07-19T05:08:02.000Z,euadorospam,Spam 💀🚬,False,@FlavioBolsonaro @tininhasouzarj MDS cara,NEUTRO,,0,0,0
2078708356248723870,2026-07-19T05:07:47.000Z,1984eaqui,1984èaqui,False,@FlavioBolsonaro @tininhasouzarj Mas he o fim mesmo!! Não tem rota de saída dessa bolsa família ??? Vamos seguir pagando tudo isso? Que perda de “direita” eh essa ???? Virou centrão,NEUTRO,,0,0,0
2078708224476234184,2026-07-19T05:07:15.000Z,CABARExVip,Gurias Sem Limite,False,@FlavioBolsonaro @tininhasouzarj TA DE BRINCADEIRA? vamos ficar pagando essa porra até quando? eu puta pagando um absurdo de imposto,NEUTRO,,-1,0,0
2078707296847184273,2026-07-19T05:03:34.000Z,madaraa02,忍者マダラMadara,False,@FlavioBolsonaro @tininhasouzarj Depois quando perder para o Lula não adianta argumentar que é por fraude,NEUTRO,,0,0,0
2078706614962454601,2026-07-19T05:00:52.000Z,chavealIen,teste,False,@FlavioBolsonaro @tininhasouzarj mas é uma baitola mesmo,NEUTRO,,0,1,0
2078706156860539303,2026-07-19T04:59:02.000Z,pablimvaz,Pablo Vaz ⬛🟨⬜,False,"@FlavioBolsonaro @tininhasouzarj Mas é outro fdp populista mesmo. Além de bancar quem não trabalha, vou ter que bancar quem trabalha também? A vá sfd. 🖕🏻",NEUTRO,,0,1,0
2078706094785060937,2026-07-19T04:58:48.000Z,jeffoliveiraBH,Jeff,False,@FlavioBolsonaro @tininhasouzarj Tu é burro pra um caraleo,NEUTRO,,0,0,0
2078706093723648431,2026-07-19T04:58:47.000Z,__larilandia,Larissa 🌷,False,@FlavioBolsonaro @tininhasouzarj O celular que você vai dar é qual versão do iPhone?,NEUTRO,,0,0,0
2078705551324623185,2026-07-19T04:56:38.000Z,CaioSil34227272,Caio Silva,False,@FlavioBolsonaro @tininhasouzarj Já perdeu!,NEUTRO,,0,0,0
